Id,SalePrice
2023,117000
2024,280000
2025,290000
2026,196000
2027,146000
2028,146000
2029,146000
2030,196000
2031,187500
2032,187500
2033,196000
2034,199900
2035,219500
2036,172500
2037,172500
2038,155000
2039,270000
2040,225000
2041,220000
2042,192500
2043,185000
2044,167000
2045,110000
2046,126000
2047,126000
2048,112500
2049,90000
2050,219500
2051,112000
2052,167000
2053,142000
2054,80000
2055,149900
2056,123000
2057,142000
2058,187500
2059,155000
2060,164000
2061,180500
2062,80000
2063,128500
2064,167000
2065,123000
2066,190000
2067,168000
2068,90000
2069,116000
2070,98000
2071,81000
2072,147000
2073,148000
2074,163000
2075,142000
2076,128500
2077,154000
2078,117500
2079,131500
2080,80000
2081,80000
2082,136500
2083,126000
2084,116000
2085,80000
2086,91000
2087,116000
2088,91000
2089,80000
2090,116000
2091,122000
2092,131500
2093,105000
2094,118000
2095,129900
2096,109500
2097,125500
2098,97000
2099,98000
2100,112000
2101,137000
2102,81000
2103,124900
2104,129900
2105,108000
2106,85000
2107,240000
2108,131500
2109,80000
2110,123000
2111,116000
2112,164000
2113,80000
2114,110000
2115,168000
2116,149000
2117,117000
2118,87000
2119,98000
2120,105000
2121,119000
2122,120000
2123,80000
2124,172500
2125,153900
2126,164000
2127,139000
2128,125500
2129,86000
2130,125500
2131,115000
2132,153900
2133,81000
2134,87000
2135,116000
2136,112000
2137,142000
2138,132500
2139,149000
2140,81000
2141,148000
2142,142000
2143,194000
2144,153500
2145,142000
2146,132000
2147,149900
2148,129500
2149,81000
2150,241500
2151,105000
2152,132000
2153,165500
2154,80000
2155,89500
2156,185000
2157,192000
2158,199900
2159,199900
2160,199900
2161,232000
2162,160000
2163,315000
2164,280000
2165,207500
2166,112500
2167,196000
2168,193000
2169,224900
2170,190000
2171,142000
2172,149900
2173,155000
2174,186500
2175,350000
2176,385000
2177,199900
2178,195000
2179,131500
2180,141000
2181,224900
2182,227000
2183,224900
2184,135500
2185,148000
2186,148000
2187,123000
2188,223500
2189,215000
2190,82000
2191,100000
2192,81000
2193,116000
2194,116000
2195,139000
2196,80000
2197,125500
2198,132000
2199,124000
2200,132500
2201,189000
2202,132000
2203,107000
2204,164000
2205,135500
2206,137500
2207,225000
2208,335000
2209,197900
2210,175500
2211,105000
2212,116000
2213,87000
2214,155000
2215,109900
2216,131500
2217,82000
2218,91000
2219,116000
2220,108000
2221,180000
2222,275000
2223,260000
2224,219500
2225,126000
2226,192000
2227,187500
2228,232000
2229,223500
2230,168500
2231,227000
2232,180500
2233,175500
2234,192000
2235,217000
2236,232000
2237,335000
2238,136500
2239,81000
2240,153500
2241,141000
2242,123000
2243,164000
2244,81000
2245,120000
2246,81000
2247,118000
2248,131000
2249,120500
2250,163500
2251,112000
2252,180500
2253,191000
2254,187000
2255,192000
2256,224900
2257,189000
2258,192000
2259,228500
2260,176000
2261,192000
2262,189000
2263,345000
2264,280000
2265,149900
2266,192000
2267,320000
2268,280000
2269,153500
2270,197900
2271,244000
2272,219500
2273,187500
2274,196000
2275,147000
2276,185000
2277,184000
2278,123000
2279,119500
2280,114500
2281,196000
2282,196000
2283,88000
2284,106000
2285,129900
2286,128500
2287,285000
2288,232000
2289,385000
2290,315000
2291,285000
2292,280000
2293,280000
2294,320000
2295,385000
2296,270000
2297,280000
2298,266000
2299,285000
2300,280000
2301,350000
2302,232000
2303,232000
2304,201000
2305,187500
2306,187500
2307,192000
2308,266000
2309,192000
2310,266000
2311,192000
2312,174000
2313,266000
2314,191000
2315,169000
2316,227000
2317,250000
2318,192000
2319,201000
2320,191000
2321,270000
2322,202500
2323,196000
2324,199900
2325,199900
2326,199900
2327,195000
2328,199900
2329,176500
2330,191000
2331,315000
2332,285000
2333,285000
2334,285000
2335,192000
2336,290000
2337,191000
2338,232000
2339,232000
2340,385000
2341,215000
2342,232000
2343,232000
2344,201000
2345,201000
2346,192000
2347,191000
2348,192000
2349,126000
2350,280000
2351,191000
2352,285000
2353,285000
2354,134000
2355,134000
2356,153500
2357,224900
2358,195000
2359,97000
2360,123000
2361,128500
2362,192000
2363,118500
2364,187500
2365,192000
2366,196000
2367,196000
2368,196000
2369,192000
2370,172500
2371,146000
2372,196000
2373,192000
2374,175000
2375,270000
2376,244000
2377,207500
2378,153500
2379,187500
2380,123000
2381,159000
2382,205000
2383,241500
2384,244000
2385,148000
2386,154000
2387,123000
2388,82000
2389,123000
2390,123000
2391,128500
2392,112500
2393,241500
2394,196000
2395,193500
2396,119000
2397,240000
2398,156000
2399,118000
2400,81000
2401,120500
2402,132500
2403,126000
2404,179900
2405,159000
2406,145000
2407,142000
2408,149900
2409,142000
2410,167000
2411,80000
2412,142000
2413,80000
2414,149900
2415,136500
2416,109900
2417,139400
2418,112500
2419,80000
2420,123000
2421,160000
2422,81000
2423,108000
2424,128500
2425,160000
2426,117000
2427,125500
2428,190000
2429,142000
2430,142000
2431,149900
2432,142000
2433,165500
2434,126000
2435,123000
2436,106500
2437,123000
2438,91000
2439,109500
2440,87000
2441,91000
2442,149000
2443,132000
2444,132000
2445,88000
2446,108000
2447,191000
2448,131000
2449,98000
2450,157500
2451,130500
2452,225000
2453,109900
2454,164000
2455,133000
2456,126000
2457,127000
2458,119500
2459,109500
2460,149000
2461,80000
2462,105000
2463,105000
2464,225000
2465,125500
2466,87000
2467,129500
2468,132000
2469,87000
2470,187500
2471,131000
2472,129500
2473,129900
2474,135000
2475,167500
2476,91000
2477,91000
2478,136500
2479,123000
2480,185000
2481,154000
2482,81000
2483,119500
2484,156000
2485,123000
2486,119500
2487,250000
2488,131000
2489,142000
2490,119500
2491,98000
2492,185000
2493,157500
2494,157500
2495,80000
2496,240000
2497,119500
2498,142000
2499,116000
2500,154000
2501,126000
2502,129500
2503,98000
2504,235000
2505,199900
2506,232000
2507,280000
2508,232000
2509,232000
2510,232000
2511,221000
2512,195000
2513,185000
2514,176000
2515,156000
2516,187500
2517,112500
2518,134000
2519,199900
2520,199900
2521,186500
2522,199900
2523,112500
2524,149900
2525,149900
2526,128500
2527,112500
2528,123000
2529,112500
2530,97000
2531,192000
2532,199900
2533,195000
2534,270000
2535,340000
2536,244000
2537,187500
2538,186500
2539,196000
2540,192000
2541,199900
2542,186500
2543,149000
2544,156000
2545,155000
2546,167000
2547,123000
2548,126000
2549,126000
2550,190000
2551,153500
2552,85000
2553,100000
2554,124500
2555,117000
2556,120500
2557,123000
2558,160000
2559,98000
2560,132000
2561,105000
2562,119500
2563,105000
2564,169000
2565,155000
2566,168000
2567,164000
2568,176000
2569,175000
2570,175500
2571,192000
2572,81000
2573,280000
2574,160000
2575,98000
2576,145000
2577,117000
2578,109500
2579,85000
2580,107500
2581,153500
2582,120000
2583,275000
2584,132000
2585,214000
2586,212000
2587,203000
2588,119000
2589,123000
2590,187500
2591,239000
2592,232000
2593,239000
2594,173000
2595,196000
2596,385000
2597,192000
2598,199900
2599,280000
2600,160000
2601,176000
2602,88000
2603,91000
2604,106000
2605,88000
2606,187500
2607,168000
2608,149900
2609,159000
2610,118000
2611,145000
2612,149900
2613,128500
2614,142000
2615,172500
2616,132500
2617,168000
2618,176000
2619,205000
2620,192000
2621,186500
2622,195000
2623,192000
2624,280000
2625,191000
2626,179900
2627,196000
2628,320000
2629,320000
2630,290000
2631,345000
2632,320000
2633,192000
2634,280000
2635,187500
2636,219500
2637,149000
2638,199900
2639,187500
2640,187500
2641,156000
2642,192000
2643,106000
2644,146000
2645,88000
2646,83000
2647,88000
2648,162000
2649,105000
2650,154000
2651,146000
2652,335000
2653,270000
2654,214000
2655,280000
2656,266000
2657,244000
2658,266000
2659,266000
2660,350000
2661,385000
2662,385000
2663,270000
2664,192000
2665,385000
2666,192000
2667,186500
2668,186500
2669,192000
2670,266000
2671,199900
2672,202500
2673,196000
2674,192000
2675,192000
2676,195000
2677,176500
2678,219500
2679,350000
2680,290000
2681,315000
2682,260000
2683,235000
2684,290000
2685,270000
2686,192000
2687,335000
2688,232000
2689,196000
2690,325000
2691,186500
2692,127000
2693,221000
2694,108000
2695,195000
2696,201000
2697,201000
2698,250000
2699,179200
2700,196000
2701,168500
2702,153500
2703,106000
2704,123000
2705,112500
2706,119000
2707,123000
2708,135500
2709,80000
2710,128500
2711,235000
2712,335000
2713,199900
2714,147400
2715,168500
2716,199900
2717,280000
2718,232000
2719,164000
2720,155000
2721,142500
2722,250000
2723,149000
2724,123000
2725,123000
2726,154000
2727,129000
2728,220000
2729,127000
2730,142000
2731,149000
2732,123000
2733,142000
2734,132000
2735,142000
2736,168000
2737,109500
2738,90000
2739,123000
2740,131500
2741,149900
2742,167000
2743,155000
2744,129000
2745,142000
2746,91000
2747,174000
2748,142500
2749,132500
2750,110000
2751,132500
2752,230000
2753,120000
2754,160000
2755,125500
2756,86000
2757,112000
2758,79000
2759,157500
2760,149000
2761,158000
2762,157000
2763,205000
2764,164000
2765,215000
2766,129500
2767,93500
2768,126000
2769,135500
2770,142500
2771,142000
2772,123000
2773,108000
2774,132000
2775,149000
2776,130500
2777,105000
2778,105000
2779,122000
2780,105000
2781,91000
2782,125500
2783,125500
2784,142500
2785,152000
2786,86000
2787,129500
2788,114500
2789,128000
2790,107500
2791,190000
2792,87000
2793,132000
2794,80000
2795,116000
2796,116000
2797,239000
2798,167500
2799,125500
2800,67000
2801,87000
2802,119500
2803,90000
2804,100000
2805,87000
2806,91000
2807,194000
2808,142000
2809,148000
2810,142000
2811,167000
2812,156000
2813,136500
2814,136500
2815,149000
2816,230000
2817,176000
2818,156000
2819,235000
2820,142500
2821,105000
2822,239000
2823,260000
2824,170000
2825,159000
2826,142000
2827,131500
2828,205000
2829,141000
2830,201000
2831,192000
2832,244000
2833,280000
2834,199900
2835,232000
2836,227000
2837,157500
2838,142500
2839,228000
2840,196000
2841,201000
2842,231500
2843,154000
2844,158000
2845,112500
2846,219500
2847,192000
2848,270000
2849,195000
2850,350000
2851,199900
2852,275000
2853,236000
2854,131500
2855,224900
2856,186500
2857,199900
2858,203000
2859,185000
2860,118000
2861,132500
2862,195000
2863,141000
2864,199900
2865,153500
2866,224900
2867,80000
2868,98000
2869,116000
2870,215000
2871,122000
2872,86000
2873,116000
2874,126000
2875,80000
2876,105000
2877,98000
2878,149000
2879,164000
2880,87000
2881,177000
2882,131000
2883,164000
2884,240000
2885,168000
2886,164000
2887,109500
2888,157000
2889,86000
2890,98000
2891,172500
2892,82000
2893,126000
2894,80000
2895,275000
2896,275000
2897,215000
2898,90000
2899,201000
2900,153500
2901,240000
2902,194000
2903,280000
2904,280000
2905,112000
2906,136500
2907,119500
2908,142000
2909,126000
2910,86000
2911,88000
2912,119500
2913,88000
2914,106000
2915,88000
2916,106000
2917,168000
2918,148000
2919,219500
